,xc,yc,radius,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80
792,5,1,27,6,28,4,28,6,-26,4,-26,32,2,-22,2,32,0,32,0,7,28,3,28,7,-26,3,-26,32,3,-22,3,32,-1,32,-1,8,28,2,28,8,-26,2,-26,32,4,-22,4,32,-2,32,-2,9,28,1,28,9,-26,1,-26,32,5,-22,5,32,-3,32,-3,10,27,0,27,10,-25,0,-25,31,6,-21,6,31,-4,31,-4,11,27,-1,27,11,-25,-1,-25,31,7,-21,7,31,-5,31,-5,12,27,-2,27,12,-25,-2,-25,31,8,-21,8,31,-6,31,-6,13,26,-3,26,13,-24,-3,-24,30,9,-20,9,30,-7,30,-7,14,26,-4,26,14,-24,-4,-24,30,10,-20,10,30,-8,30,-8,15,26,-5,26,15,-24,-5,-24,30,11,-20,11,30,-9,30,-9
793,7,4,29,8,33,6,33,8,-25,6,-25,36,5,-22,5,36,3,36,3,9,33,5,33,9,-25,5,-25,36,6,-22,6,36,2,36,2,10,33,4,33,10,-25,4,-25,36,7,-22,7,36,1,36,1,11,33,3,33,11,-25,3,-25,36,8,-22,8,36,0,36,0,12,32,2,32,12,-24,2,-24,35,9,-21,9,35,-1,35,-1,13,32,1,32,13,-24,1,-24,35,10,-21,10,35,-2,35,-2,14,32,0,32,14,-24,0,-24,35,11,-21,11,35,-3,35,-3,15,32,-1,32,15,-24,-1,-24,35,12,-21,12,35,-4,35,-4,16,31,-2,31,16,-23,-2,-23,34,13,-20,13,34,-5,34,-5,17,31,-3,31,17,-23,-3,-23,34,14,-20,14,34,-6,34,-6
794,11,12,45,12,57,10,57,12,-33,10,-33,56,13,-34,13,56,11,56,11,13,57,9,57,13,-33,9,-33,56,14,-34,14,56,10,56,10,14,57,8,57,14,-33,8,-33,56,15,-34,15,56,9,56,9,15,57,7,57,15,-33,7,-33,56,16,-34,16,56,8,56,8,16,57,6,57,16,-33,6,-33,56,17,-34,17,56,7,56,7,17,56,5,56,17,-32,5,-32,55,18,-33,18,55,6,55,6,18,56,4,56,18,-32,4,-32,55,19,-33,19,55,5,55,5,19,56,3,56,19,-32,3,-32,55,20,-33,20,55,4,55,4,20,56,2,56,20,-32,2,-32,55,21,-33,21,55,3,55,3,21,56,1,56,21,-32,1,-32,55,22,-33,22,55,2,55,2
795,6,11,26,7,37,5,37,7,-15,5,-15,32,12,-20,12,32,10,32,10,8,37,4,37,8,-15,4,-15,32,13,-20,13,32,9,32,9,9,37,3,37,9,-15,3,-15,32,14,-20,14,32,8,32,8,10,37,2,37,10,-15,2,-15,32,15,-20,15,32,7,32,7,11,36,1,36,11,-14,1,-14,31,16,-19,16,31,6,31,6,12,36,0,36,12,-14,0,-14,31,17,-19,17,31,5,31,5,13,36,-1,36,13,-14,-1,-14,31,18,-19,18,31,4,31,4,14,35,-2,35,14,-13,-2,-13,30,19,-18,19,30,3,30,3,15,35,-3,35,15,-13,-3,-13,30,20,-18,20,30,2,30,2,16,35,-4,35,16,-13,-4,-13,30,21,-18,21,30,1,30,1
796,4,13,24,5,37,3,37,5,-11,3,-11,28,14,-20,14,28,12,28,12,6,37,2,37,6,-11,2,-11,28,15,-20,15,28,11,28,11,7,37,1,37,7,-11,1,-11,28,16,-20,16,28,10,28,10,8,37,0,37,8,-11,0,-11,28,17,-20,17,28,9,28,9,9,36,-1,36,9,-10,-1,-10,27,18,-19,18,27,8,27,8,10,36,-2,36,10,-10,-2,-10,27,19,-19,19,27,7,27,7,11,36,-3,36,11,-10,-3,-10,27,20,-19,20,27,6,27,6,12,35,-4,35,12,-9,-4,-9,26,21,-18,21,26,5,26,5,13,35,-5,35,13,-9,-5,-9,26,22,-18,22,26,4,26,4,14,34,-6,34,14,-8,-6,-8,25,23,-17,23,25,3,25,3
797,4,2,32,5,34,3,34,5,-30,3,-30,36,3,-28,3,36,1,36,1,6,34,2,34,6,-30,2,-30,36,4,-28,4,36,0,36,0,7,34,1,34,7,-30,1,-30,36,5,-28,5,36,-1,36,-1,8,34,0,34,8,-30,0,-30,36,6,-28,6,36,-2,36,-2,9,33,-1,33,9,-29,-1,-29,35,7,-27,7,35,-3,35,-3,10,33,-2,33,10,-29,-2,-29,35,8,-27,8,35,-4,35,-4,11,33,-3,33,11,-29,-3,-29,35,9,-27,9,35,-5,35,-5,12,33,-4,33,12,-29,-4,-29,35,10,-27,10,35,-6,35,-6,13,32,-5,32,13,-28,-5,-28,34,11,-26,11,34,-7,34,-7,14,32,-6,32,14,-28,-6,-28,34,12,-26,12,34,-8,34,-8
798,5,14,33,6,47,4,47,6,-19,4,-19,38,15,-28,15,38,13,38,13,7,47,3,47,7,-19,3,-19,38,16,-28,16,38,12,38,12,8,47,2,47,8,-19,2,-19,38,17,-28,17,38,11,38,11,9,47,1,47,9,-19,1,-19,38,18,-28,18,38,10,38,10,10,46,0,46,10,-18,0,-18,37,19,-27,19,37,9,37,9,11,46,-1,46,11,-18,-1,-18,37,20,-27,20,37,8,37,8,12,46,-2,46,12,-18,-2,-18,37,21,-27,21,37,7,37,7,13,46,-3,46,13,-18,-3,-18,37,22,-27,22,37,6,37,6,14,45,-4,45,14,-17,-4,-17,36,23,-26,23,36,5,36,5,15,45,-5,45,15,-17,-5,-17,36,24,-26,24,36,4,36,4
799,14,15,36,15,51,13,51,15,-21,13,-21,50,16,-22,16,50,14,50,14,16,51,12,51,16,-21,12,-21,50,17,-22,17,50,13,50,13,17,51,11,51,17,-21,11,-21,50,18,-22,18,50,12,50,12,18,51,10,51,18,-21,10,-21,50,19,-22,19,50,11,50,11,19,51,9,51,19,-21,9,-21,50,20,-22,20,50,10,50,10,20,50,8,50,20,-20,8,-20,49,21,-21,21,49,9,49,9,21,50,7,50,21,-20,7,-20,49,22,-21,22,49,8,49,8,22,50,6,50,22,-20,6,-20,49,23,-21,23,49,7,49,7,23,50,5,50,23,-20,5,-20,49,24,-21,24,49,6,49,6,24,49,4,49,24,-19,4,-19,48,25,-20,25,48,5,48,5
800,12,6,41,13,47,11,47,13,-35,11,-35,53,7,-29,7,53,5,53,5,14,47,10,47,14,-35,10,-35,53,8,-29,8,53,4,53,4,15,47,9,47,15,-35,9,-35,53,9,-29,9,53,3,53,3,16,47,8,47,16,-35,8,-35,53,10,-29,10,53,2,53,2,17,47,7,47,17,-35,7,-35,53,11,-29,11,53,1,53,1,18,46,6,46,18,-34,6,-34,52,12,-28,12,52,0,52,0,19,46,5,46,19,-34,5,-34,52,13,-28,13,52,-1,52,-1,20,46,4,46,20,-34,4,-34,52,14,-28,14,52,-2,52,-2,21,46,3,46,21,-34,3,-34,52,15,-28,15,52,-3,52,-3,22,46,2,46,22,-34,2,-34,52,16,-28,16,52,-4,52,-4
801,5,10,45,6,55,4,55,6,-35,4,-35,50,11,-40,11,50,9,50,9,7,55,3,55,7,-35,3,-35,50,12,-40,12,50,8,50,8,8,55,2,55,8,-35,2,-35,50,13,-40,13,50,7,50,7,9,55,1,55,9,-35,1,-35,50,14,-40,14,50,6,50,6,10,55,0,55,10,-35,0,-35,50,15,-40,15,50,5,50,5,11,54,-1,54,11,-34,-1,-34,49,16,-39,16,49,4,49,4,12,54,-2,54,12,-34,-2,-34,49,17,-39,17,49,3,49,3,13,54,-3,54,13,-34,-3,-34,49,18,-39,18,49,2,49,2,14,54,-4,54,14,-34,-4,-34,49,19,-39,19,49,1,49,1,15,54,-5,54,15,-34,-5,-34,49,20,-39,20,49,0,49,0
802,10,5,42,11,47,9,47,11,-37,9,-37,52,6,-32,6,52,4,52,4,12,47,8,47,12,-37,8,-37,52,7,-32,7,52,3,52,3,13,47,7,47,13,-37,7,-37,52,8,-32,8,52,2,52,2,14,47,6,47,14,-37,6,-37,52,9,-32,9,52,1,52,1,15,47,5,47,15,-37,5,-37,52,10,-32,10,52,0,52,0,16,46,4,46,16,-36,4,-36,51,11,-31,11,51,-1,51,-1,17,46,3,46,17,-36,3,-36,51,12,-31,12,51,-2,51,-2,18,46,2,46,18,-36,2,-36,51,13,-31,13,51,-3,51,-3,19,46,1,46,19,-36,1,-36,51,14,-31,14,51,-4,51,-4,20,46,0,46,20,-36,0,-36,51,15,-31,15,51,-5,51,-5
803,8,8,29,9,37,7,37,9,-21,7,-21,37,9,-21,9,37,7,37,7,10,37,6,37,10,-21,6,-21,37,10,-21,10,37,6,37,6,11,37,5,37,11,-21,5,-21,37,11,-21,11,37,5,37,5,12,37,4,37,12,-21,4,-21,37,12,-21,12,37,4,37,4,13,36,3,36,13,-20,3,-20,36,13,-20,13,36,3,36,3,14,36,2,36,14,-20,2,-20,36,14,-20,14,36,2,36,2,15,36,1,36,15,-20,1,-20,36,15,-20,15,36,1,36,1,16,36,0,36,16,-20,0,-20,36,16,-20,16,36,0,36,0,17,35,-1,35,17,-19,-1,-19,35,17,-19,17,35,-1,35,-1,18,35,-2,35,18,-19,-2,-19,35,18,-19,18,35,-2,35,-2
804,14,2,44,15,46,13,46,15,-42,13,-42,58,3,-30,3,58,1,58,1,16,46,12,46,16,-42,12,-42,58,4,-30,4,58,0,58,0,17,46,11,46,17,-42,11,-42,58,5,-30,5,58,-1,58,-1,18,46,10,46,18,-42,10,-42,58,6,-30,6,58,-2,58,-2,19,46,9,46,19,-42,9,-42,58,7,-30,7,58,-3,58,-3,20,45,8,45,20,-41,8,-41,57,8,-29,8,57,-4,57,-4,21,45,7,45,21,-41,7,-41,57,9,-29,9,57,-5,57,-5,22,45,6,45,22,-41,6,-41,57,10,-29,10,57,-6,57,-6,23,45,5,45,23,-41,5,-41,57,11,-29,11,57,-7,57,-7,24,45,4,45,24,-41,4,-41,57,12,-29,12,57,-8,57,-8
805,13,10,27,14,37,12,37,14,-17,12,-17,40,11,-14,11,40,9,40,9,15,37,11,37,15,-17,11,-17,40,12,-14,12,40,8,40,8,16,37,10,37,16,-17,10,-17,40,13,-14,13,40,7,40,7,17,37,9,37,17,-17,9,-17,40,14,-14,14,40,6,40,6,18,36,8,36,18,-16,8,-16,39,15,-13,15,39,5,39,5,19,36,7,36,19,-16,7,-16,39,16,-13,16,39,4,39,4,20,36,6,36,20,-16,6,-16,39,17,-13,17,39,3,39,3,21,35,5,35,21,-15,5,-15,38,18,-12,18,38,2,38,2,22,35,4,35,22,-15,4,-15,38,19,-12,19,38,1,38,1,23,35,3,35,23,-15,3,-15,38,20,-12,20,38,0,38,0
806,11,3,29,12,32,10,32,12,-26,10,-26,40,4,-18,4,40,2,40,2,13,32,9,32,13,-26,9,-26,40,5,-18,5,40,1,40,1,14,32,8,32,14,-26,8,-26,40,6,-18,6,40,0,40,0,15,32,7,32,15,-26,7,-26,40,7,-18,7,40,-1,40,-1,16,31,6,31,16,-25,6,-25,39,8,-17,8,39,-2,39,-2,17,31,5,31,17,-25,5,-25,39,9,-17,9,39,-3,39,-3,18,31,4,31,18,-25,4,-25,39,10,-17,10,39,-4,39,-4,19,31,3,31,19,-25,3,-25,39,11,-17,11,39,-5,39,-5,20,30,2,30,20,-24,2,-24,38,12,-16,12,38,-6,38,-6,21,30,1,30,21,-24,1,-24,38,13,-16,13,38,-7,38,-7
807,6,6,26,7,32,5,32,7,-20,5,-20,32,7,-20,7,32,5,32,5,8,32,4,32,8,-20,4,-20,32,8,-20,8,32,4,32,4,9,32,3,32,9,-20,3,-20,32,9,-20,9,32,3,32,3,10,32,2,32,10,-20,2,-20,32,10,-20,10,32,2,32,2,11,31,1,31,11,-19,1,-19,31,11,-19,11,31,1,31,1,12,31,0,31,12,-19,0,-19,31,12,-19,12,31,0,31,0,13,31,-1,31,13,-19,-1,-19,31,13,-19,13,31,-1,31,-1,14,30,-2,30,14,-18,-2,-18,30,14,-18,14,30,-2,30,-2,15,30,-3,30,15,-18,-3,-18,30,15,-18,15,30,-3,30,-3,16,30,-4,30,16,-18,-4,-18,30,16,-18,16,30,-4,30,-4
808,9,2,31,10,33,8,33,10,-29,8,-29,40,3,-22,3,40,1,40,1,11,33,7,33,11,-29,7,-29,40,4,-22,4,40,0,40,0,12,33,6,33,12,-29,6,-29,40,5,-22,5,40,-1,40,-1,13,33,5,33,13,-29,5,-29,40,6,-22,6,40,-2,40,-2,14,32,4,32,14,-28,4,-28,39,7,-21,7,39,-3,39,-3,15,32,3,32,15,-28,3,-28,39,8,-21,8,39,-4,39,-4,16,32,2,32,16,-28,2,-28,39,9,-21,9,39,-5,39,-5,17,32,1,32,17,-28,1,-28,39,10,-21,10,39,-6,39,-6,18,31,0,31,18,-27,0,-27,38,11,-20,11,38,-7,38,-7,19,31,-1,31,19,-27,-1,-27,38,12,-20,12,38,-8,38,-8
809,10,3,30,11,33,9,33,11,-27,9,-27,40,4,-20,4,40,2,40,2,12,33,8,33,12,-27,8,-27,40,5,-20,5,40,1,40,1,13,33,7,33,13,-27,7,-27,40,6,-20,6,40,0,40,0,14,33,6,33,14,-27,6,-27,40,7,-20,7,40,-1,40,-1,15,32,5,32,15,-26,5,-26,39,8,-19,8,39,-2,39,-2,16,32,4,32,16,-26,4,-26,39,9,-19,9,39,-3,39,-3,17,32,3,32,17,-26,3,-26,39,10,-19,10,39,-4,39,-4,18,32,2,32,18,-26,2,-26,39,11,-19,11,39,-5,39,-5,19,31,1,31,19,-25,1,-25,38,12,-18,12,38,-6,38,-6,20,31,0,31,20,-25,0,-25,38,13,-18,13,38,-7,38,-7
810,14,11,24,15,35,13,35,15,-13,13,-13,38,12,-10,12,38,10,38,10,16,35,12,35,16,-13,12,-13,38,13,-10,13,38,9,38,9,17,35,11,35,17,-13,11,-13,38,14,-10,14,38,8,38,8,18,35,10,35,18,-13,10,-13,38,15,-10,15,38,7,38,7,19,34,9,34,19,-12,9,-12,37,16,-9,16,37,6,37,6,20,34,8,34,20,-12,8,-12,37,17,-9,17,37,5,37,5,21,34,7,34,21,-12,7,-12,37,18,-9,18,37,4,37,4,22,33,6,33,22,-11,6,-11,36,19,-8,19,36,3,36,3,23,33,5,33,23,-11,5,-11,36,20,-8,20,36,2,36,2,24,32,4,32,24,-10,4,-10,35,21,-7,21,35,1,35,1
811,9,15,38,10,53,8,53,10,-23,8,-23,47,16,-29,16,47,14,47,14,11,53,7,53,11,-23,7,-23,47,17,-29,17,47,13,47,13,12,53,6,53,12,-23,6,-23,47,18,-29,18,47,12,47,12,13,53,5,53,13,-23,5,-23,47,19,-29,19,47,11,47,11,14,53,4,53,14,-23,4,-23,47,20,-29,20,47,10,47,10,15,52,3,52,15,-22,3,-22,46,21,-28,21,46,9,46,9,16,52,2,52,16,-22,2,-22,46,22,-28,22,46,8,46,8,17,52,1,52,17,-22,1,-22,46,23,-28,23,46,7,46,7,18,52,0,52,18,-22,0,-22,46,24,-28,24,46,6,46,6,19,51,-1,51,19,-21,-1,-21,45,25,-27,25,45,5,45,5
812,11,6,33,12,39,10,39,12,-27,10,-27,44,7,-22,7,44,5,44,5,13,39,9,39,13,-27,9,-27,44,8,-22,8,44,4,44,4,14,39,8,39,14,-27,8,-27,44,9,-22,9,44,3,44,3,15,39,7,39,15,-27,7,-27,44,10,-22,10,44,2,44,2,16,38,6,38,16,-26,6,-26,43,11,-21,11,43,1,43,1,17,38,5,38,17,-26,5,-26,43,12,-21,12,43,0,43,0,18,38,4,38,18,-26,4,-26,43,13,-21,13,43,-1,43,-1,19,38,3,38,19,-26,3,-26,43,14,-21,14,43,-2,43,-2,20,37,2,37,20,-25,2,-25,42,15,-20,15,42,-3,42,-3,21,37,1,37,21,-25,1,-25,42,16,-20,16,42,-4,42,-4
813,12,8,43,13,51,11,51,13,-35,11,-35,55,9,-31,9,55,7,55,7,14,51,10,51,14,-35,10,-35,55,10,-31,10,55,6,55,6,15,51,9,51,15,-35,9,-35,55,11,-31,11,55,5,55,5,16,51,8,51,16,-35,8,-35,55,12,-31,12,55,4,55,4,17,51,7,51,17,-35,7,-35,55,13,-31,13,55,3,55,3,18,50,6,50,18,-34,6,-34,54,14,-30,14,54,2,54,2,19,50,5,50,19,-34,5,-34,54,15,-30,15,54,1,54,1,20,50,4,50,20,-34,4,-34,54,16,-30,16,54,0,54,0,21,50,3,50,21,-34,3,-34,54,17,-30,17,54,-1,54,-1,22,50,2,50,22,-34,2,-34,54,18,-30,18,54,-2,54,-2
814,10,13,44,11,57,9,57,11,-31,9,-31,54,14,-34,14,54,12,54,12,12,57,8,57,12,-31,8,-31,54,15,-34,15,54,11,54,11,13,57,7,57,13,-31,7,-31,54,16,-34,16,54,10,54,10,14,57,6,57,14,-31,6,-31,54,17,-34,17,54,9,54,9,15,57,5,57,15,-31,5,-31,54,18,-34,18,54,8,54,8,16,56,4,56,16,-30,4,-30,53,19,-33,19,53,7,53,7,17,56,3,56,17,-30,3,-30,53,20,-33,20,53,6,53,6,18,56,2,56,18,-30,2,-30,53,21,-33,21,53,5,53,5,19,56,1,56,19,-30,1,-30,53,22,-33,22,53,4,53,4,20,56,0,56,20,-30,0,-30,53,23,-33,23,53,3,53,3
815,14,3,33,15,36,13,36,15,-30,13,-30,47,4,-19,4,47,2,47,2,16,36,12,36,16,-30,12,-30,47,5,-19,5,47,1,47,1,17,36,11,36,17,-30,11,-30,47,6,-19,6,47,0,47,0,18,36,10,36,18,-30,10,-30,47,7,-19,7,47,-1,47,-1,19,35,9,35,19,-29,9,-29,46,8,-18,8,46,-2,46,-2,20,35,8,35,20,-29,8,-29,46,9,-18,9,46,-3,46,-3,21,35,7,35,21,-29,7,-29,46,10,-18,10,46,-4,46,-4,22,35,6,35,22,-29,6,-29,46,11,-18,11,46,-5,46,-5,23,34,5,34,23,-28,5,-28,45,12,-17,12,45,-6,45,-6,24,34,4,34,24,-28,4,-28,45,13,-17,13,45,-7,45,-7
816,13,13,31,14,44,12,44,14,-18,12,-18,44,14,-18,14,44,12,44,12,15,44,11,44,15,-18,11,-18,44,15,-18,15,44,11,44,11,16,44,10,44,16,-18,10,-18,44,16,-18,16,44,10,44,10,17,44,9,44,17,-18,9,-18,44,17,-18,17,44,9,44,9,18,43,8,43,18,-17,8,-17,43,18,-17,18,43,8,43,8,19,43,7,43,19,-17,7,-17,43,19,-17,19,43,7,43,7,20,43,6,43,20,-17,6,-17,43,20,-17,20,43,6,43,6,21,43,5,43,21,-17,5,-17,43,21,-17,21,43,5,43,5,22,42,4,42,22,-16,4,-16,42,22,-16,22,42,4,42,4,23,42,3,42,23,-16,3,-16,42,23,-16,23,42,3,42,3
817,8,11,42,9,53,7,53,9,-31,7,-31,50,12,-34,12,50,10,50,10,10,53,6,53,10,-31,6,-31,50,13,-34,13,50,9,50,9,11,53,5,53,11,-31,5,-31,50,14,-34,14,50,8,50,8,12,53,4,53,12,-31,4,-31,50,15,-34,15,50,7,50,7,13,53,3,53,13,-31,3,-31,50,16,-34,16,50,6,50,6,14,52,2,52,14,-30,2,-30,49,17,-33,17,49,5,49,5,15,52,1,52,15,-30,1,-30,49,18,-33,18,49,4,49,4,16,52,0,52,16,-30,0,-30,49,19,-33,19,49,3,49,3,17,52,-1,52,17,-30,-1,-30,49,20,-33,20,49,2,49,2,18,52,-2,52,18,-30,-2,-30,49,21,-33,21,49,1,49,1
818,12,1,38,13,39,11,39,13,-37,11,-37,50,2,-26,2,50,0,50,0,14,39,10,39,14,-37,10,-37,50,3,-26,3,50,-1,50,-1,15,39,9,39,15,-37,9,-37,50,4,-26,4,50,-2,50,-2,16,39,8,39,16,-37,8,-37,50,5,-26,5,50,-3,50,-3,17,39,7,39,17,-37,7,-37,50,6,-26,6,50,-4,50,-4,18,38,6,38,18,-36,6,-36,49,7,-25,7,49,-5,49,-5,19,38,5,38,19,-36,5,-36,49,8,-25,8,49,-6,49,-6,20,38,4,38,20,-36,4,-36,49,9,-25,9,49,-7,49,-7,21,38,3,38,21,-36,3,-36,49,10,-25,10,49,-8,49,-8,22,37,2,37,22,-35,2,-35,48,11,-24,11,48,-9,48,-9
819,3,1,36,4,37,2,37,4,-35,2,-35,39,2,-33,2,39,0,39,0,5,37,1,37,5,-35,1,-35,39,3,-33,3,39,-1,39,-1,6,37,0,37,6,-35,0,-35,39,4,-33,4,39,-2,39,-2,7,37,-1,37,7,-35,-1,-35,39,5,-33,5,39,-3,39,-3,8,37,-2,37,8,-35,-2,-35,39,6,-33,6,39,-4,39,-4,9,36,-3,36,9,-34,-3,-34,38,7,-32,7,38,-5,38,-5,10,36,-4,36,10,-34,-4,-34,38,8,-32,8,38,-6,38,-6,11,36,-5,36,11,-34,-5,-34,38,9,-32,9,38,-7,38,-7,12,36,-6,36,12,-34,-6,-34,38,10,-32,10,38,-8,38,-8,13,35,-7,35,13,-33,-7,-33,37,11,-31,11,37,-9,37,-9
820,6,3,29,7,32,5,32,7,-26,5,-26,35,4,-23,4,35,2,35,2,8,32,4,32,8,-26,4,-26,35,5,-23,5,35,1,35,1,9,32,3,32,9,-26,3,-26,35,6,-23,6,35,0,35,0,10,32,2,32,10,-26,2,-26,35,7,-23,7,35,-1,35,-1,11,31,1,31,11,-25,1,-25,34,8,-22,8,34,-2,34,-2,12,31,0,31,12,-25,0,-25,34,9,-22,9,34,-3,34,-3,13,31,-1,31,13,-25,-1,-25,34,10,-22,10,34,-4,34,-4,14,31,-2,31,14,-25,-2,-25,34,11,-22,11,34,-5,34,-5,15,30,-3,30,15,-24,-3,-24,33,12,-21,12,33,-6,33,-6,16,30,-4,30,16,-24,-4,-24,33,13,-21,13,33,-7,33,-7
821,11,11,21,12,32,10,32,12,-10,10,-10,32,12,-10,12,32,10,32,10,13,32,9,32,13,-10,9,-10,32,13,-10,13,32,9,32,9,14,32,8,32,14,-10,8,-10,32,14,-10,14,32,8,32,8,15,31,7,31,15,-9,7,-9,31,15,-9,15,31,7,31,7,16,31,6,31,16,-9,6,-9,31,16,-9,16,31,6,31,6,17,31,5,31,17,-9,5,-9,31,17,-9,17,31,5,31,5,18,30,4,30,18,-8,4,-8,30,18,-8,18,30,4,30,4,19,30,3,30,19,-8,3,-8,30,19,-8,19,30,3,30,3,20,29,2,29,20,-7,2,-7,29,20,-7,20,29,2,29,2,21,29,1,29,21,-7,1,-7,29,21,-7,21,29,1,29,1
822,4,7,27,5,34,3,34,5,-20,3,-20,31,8,-23,8,31,6,31,6,6,34,2,34,6,-20,2,-20,31,9,-23,9,31,5,31,5,7,34,1,34,7,-20,1,-20,31,10,-23,10,31,4,31,4,8,34,0,34,8,-20,0,-20,31,11,-23,11,31,3,31,3,9,33,-1,33,9,-19,-1,-19,30,12,-22,12,30,2,30,2,10,33,-2,33,10,-19,-2,-19,30,13,-22,13,30,1,30,1,11,33,-3,33,11,-19,-3,-19,30,14,-22,14,30,0,30,0,12,32,-4,32,12,-18,-4,-18,29,15,-21,15,29,-1,29,-1,13,32,-5,32,13,-18,-5,-18,29,16,-21,16,29,-2,29,-2,14,32,-6,32,14,-18,-6,-18,29,17,-21,17,29,-3,29,-3
823,15,8,41,16,49,14,49,16,-33,14,-33,56,9,-26,9,56,7,56,7,17,49,13,49,17,-33,13,-33,56,10,-26,10,56,6,56,6,18,49,12,49,18,-33,12,-33,56,11,-26,11,56,5,56,5,19,49,11,49,19,-33,11,-33,56,12,-26,12,56,4,56,4,20,49,10,49,20,-33,10,-33,56,13,-26,13,56,3,56,3,21,48,9,48,21,-32,9,-32,55,14,-25,14,55,2,55,2,22,48,8,48,22,-32,8,-32,55,15,-25,15,55,1,55,1,23,48,7,48,23,-32,7,-32,55,16,-25,16,55,0,55,0,24,48,6,48,24,-32,6,-32,55,17,-25,17,55,-1,55,-1,25,48,5,48,25,-32,5,-32,55,18,-25,18,55,-2,55,-2
824,9,7,43,10,50,8,50,10,-36,8,-36,52,8,-34,8,52,6,52,6,11,50,7,50,11,-36,7,-36,52,9,-34,9,52,5,52,5,12,50,6,50,12,-36,6,-36,52,10,-34,10,52,4,52,4,13,50,5,50,13,-36,5,-36,52,11,-34,11,52,3,52,3,14,50,4,50,14,-36,4,-36,52,12,-34,12,52,2,52,2,15,49,3,49,15,-35,3,-35,51,13,-33,13,51,1,51,1,16,49,2,49,16,-35,2,-35,51,14,-33,14,51,0,51,0,17,49,1,49,17,-35,1,-35,51,15,-33,15,51,-1,51,-1,18,49,0,49,18,-35,0,-35,51,16,-33,16,51,-2,51,-2,19,49,-1,49,19,-35,-1,-35,51,17,-33,17,51,-3,51,-3
825,2,9,34,3,43,1,43,3,-25,1,-25,36,10,-32,10,36,8,36,8,4,43,0,43,4,-25,0,-25,36,11,-32,11,36,7,36,7,5,43,-1,43,5,-25,-1,-25,36,12,-32,12,36,6,36,6,6,43,-2,43,6,-25,-2,-25,36,13,-32,13,36,5,36,5,7,43,-3,43,7,-25,-3,-25,36,14,-32,14,36,4,36,4,8,42,-4,42,8,-24,-4,-24,35,15,-31,15,35,3,35,3,9,42,-5,42,9,-24,-5,-24,35,16,-31,16,35,2,35,2,10,42,-6,42,10,-24,-6,-24,35,17,-31,17,35,1,35,1,11,42,-7,42,11,-24,-7,-24,35,18,-31,18,35,0,35,0,12,41,-8,41,12,-23,-8,-23,34,19,-30,19,34,-1,34,-1
826,11,2,40,12,42,10,42,12,-38,10,-38,51,3,-29,3,51,1,51,1,13,42,9,42,13,-38,9,-38,51,4,-29,4,51,0,51,0,14,42,8,42,14,-38,8,-38,51,5,-29,5,51,-1,51,-1,15,42,7,42,15,-38,7,-38,51,6,-29,6,51,-2,51,-2,16,42,6,42,16,-38,6,-38,51,7,-29,7,51,-3,51,-3,17,41,5,41,17,-37,5,-37,50,8,-28,8,50,-4,50,-4,18,41,4,41,18,-37,4,-37,50,9,-28,9,50,-5,50,-5,19,41,3,41,19,-37,3,-37,50,10,-28,10,50,-6,50,-6,20,41,2,41,20,-37,2,-37,50,11,-28,11,50,-7,50,-7,21,40,1,40,21,-36,1,-36,49,12,-27,12,49,-8,49,-8
827,3,14,38,4,52,2,52,4,-24,2,-24,41,15,-35,15,41,13,41,13,5,52,1,52,5,-24,1,-24,41,16,-35,16,41,12,41,12,6,52,0,52,6,-24,0,-24,41,17,-35,17,41,11,41,11,7,52,-1,52,7,-24,-1,-24,41,18,-35,18,41,10,41,10,8,52,-2,52,8,-24,-2,-24,41,19,-35,19,41,9,41,9,9,51,-3,51,9,-23,-3,-23,40,20,-34,20,40,8,40,8,10,51,-4,51,10,-23,-4,-23,40,21,-34,21,40,7,40,7,11,51,-5,51,11,-23,-5,-23,40,22,-34,22,40,6,40,6,12,51,-6,51,12,-23,-6,-23,40,23,-34,23,40,5,40,5,13,50,-7,50,13,-22,-7,-22,39,24,-33,24,39,4,39,4
